0.3125	0.3100358423	0.146953405	0.1541218638
0.4375	1.415770609	0.2150537634	0.2329749104
0.5625	1.379928315	0.1577060932	0.08602150538
0.6875	1.200716846	0.1433691756	0.1397849462
0.8125	1.123655914	0.1415770609	0.0770609319
0.9375	1.02688172	0.1290322581	0.08243727599
1.0625	0.5483870968	0.1129032258	0.1218637993
1.1875	0.3584229391	0.1003584229	0.1397849462
1.3125	0.2043010753	0.07885304659	0.06093189964
1.4375	0.2168458781	0.06093189964	0.06451612903
1.5625	0.09139784946	0.05376344086	0.05734767025
1.6875	0.02508960573	0.0376344086	0.05376344086
1.8125	0.07885304659	0.03405017921	0.03225806452
1.9375	0.01971326165	0.01792114695	0.03405017921
