# Version 1.0
# DOI None
# Source None
# Experiment JetScape
# System PbPb5020
# Centrality 0to10
# XY AJ DNDAJ
# Label xmin xmax y stat,low stat,high sys,low sys,high
0.000000000000000000e+00 5.000000000000000278e-02 1.536800000000000110e-01 1.000000000000000021e-03 1.000000000000000021e-03 1.000000000000000021e-02 1.000000000000000021e-02
5.000000000000000278e-02 1.000000000000000056e-01 1.476699999999999957e-01 1.000000000000000021e-03 1.000000000000000021e-03 1.000000000000000021e-02 1.000000000000000021e-02
1.000000000000000056e-01 1.500000000000000222e-01 1.344200000000000117e-01 1.000000000000000021e-03 1.000000000000000021e-03 1.000000000000000021e-02 1.000000000000000021e-02
1.500000000000000222e-01 2.000000000000000111e-01 1.213000000000000050e-01 1.000000000000000021e-03 1.000000000000000021e-03 1.000000000000000021e-02 1.000000000000000021e-02
2.000000000000000111e-01 2.500000000000000000e-01 1.031900000000000039e-01 1.000000000000000021e-03 1.000000000000000021e-03 1.000000000000000021e-02 1.000000000000000021e-02
2.500000000000000000e-01 3.000000000000000444e-01 8.265999999999999737e-02 1.000000000000000021e-03 1.000000000000000021e-03 1.000000000000000021e-02 1.000000000000000021e-02
3.000000000000000444e-01 3.500000000000000333e-01 6.501999999999999447e-02 1.000000000000000021e-03 1.000000000000000021e-03 1.000000000000000021e-02 1.000000000000000021e-02
3.500000000000000333e-01 4.000000000000000222e-01 5.281000000000000277e-02 1.000000000000000021e-03 1.000000000000000021e-03 1.000000000000000021e-02 1.000000000000000021e-02
4.000000000000000222e-01 4.500000000000000111e-01 3.846000000000000113e-02 1.000000000000000021e-03 1.000000000000000021e-03 1.000000000000000021e-02 1.000000000000000021e-02
4.500000000000000111e-01 5.000000000000000000e-01 2.807000000000000120e-02 1.000000000000000021e-03 1.000000000000000021e-03 1.000000000000000021e-02 1.000000000000000021e-02
5.000000000000000000e-01 5.500000000000000444e-01 2.082000000000000170e-02 1.000000000000000021e-03 1.000000000000000021e-03 1.000000000000000021e-02 1.000000000000000021e-02
5.500000000000000444e-01 6.000000000000000888e-01 1.465999999999999942e-02 1.000000000000000021e-03 1.000000000000000021e-03 1.000000000000000021e-02 1.000000000000000021e-02
6.000000000000000888e-01 6.500000000000000222e-01 1.081000000000000016e-02 1.000000000000000021e-03 1.000000000000000021e-03 1.000000000000000021e-02 1.000000000000000021e-02
6.500000000000000222e-01 7.000000000000000666e-01 7.479999999999999670e-03 1.000000000000000021e-03 1.000000000000000021e-03 1.000000000000000021e-02 1.000000000000000021e-02
7.000000000000000666e-01 7.500000000000000000e-01 5.190000000000000169e-03 1.000000000000000021e-03 1.000000000000000021e-03 1.000000000000000021e-02 1.000000000000000021e-02
7.500000000000000000e-01 8.000000000000000444e-01 3.840000000000000097e-03 1.000000000000000021e-03 1.000000000000000021e-03 1.000000000000000021e-02 1.000000000000000021e-02
8.000000000000000444e-01 8.500000000000000888e-01 2.700000000000000143e-03 1.000000000000000021e-03 1.000000000000000021e-03 1.000000000000000021e-02 1.000000000000000021e-02
8.500000000000000888e-01 9.000000000000000222e-01 2.050000000000000173e-03 1.000000000000000021e-03 1.000000000000000021e-03 1.000000000000000021e-02 1.000000000000000021e-02
9.000000000000000222e-01 9.500000000000000666e-01 1.090000000000000040e-03 1.000000000000000021e-03 1.000000000000000021e-03 1.000000000000000021e-02 1.000000000000000021e-02
9.500000000000000666e-01 1.000000000000000000e+00 1.160000000000000007e-03 1.000000000000000021e-03 1.000000000000000021e-03 1.000000000000000021e-02 1.000000000000000021e-02
