# Version 1.0
# DOI None
# Source None
# Experiment JetScape
# System PbPb5020
# Centrality 70to90
# XY AJ DNDAJ
# Label xmin xmax y stat,low stat,high sys,low sys,high
0.000000000000000000e+00 5.000000000000000278e-02 3.817800000000000082e-01 1.000000000000000021e-03 1.000000000000000021e-03 1.000000000000000021e-02 1.000000000000000021e-02
5.000000000000000278e-02 1.000000000000000056e-01 3.008700000000000263e-01 1.000000000000000021e-03 1.000000000000000021e-03 1.000000000000000021e-02 1.000000000000000021e-02
1.000000000000000056e-01 1.500000000000000222e-01 1.841700000000000004e-01 1.000000000000000021e-03 1.000000000000000021e-03 1.000000000000000021e-02 1.000000000000000021e-02
1.500000000000000222e-01 2.000000000000000111e-01 8.784000000000000141e-02 1.000000000000000021e-03 1.000000000000000021e-03 1.000000000000000021e-02 1.000000000000000021e-02
2.000000000000000111e-01 2.500000000000000000e-01 3.250999999999999723e-02 1.000000000000000021e-03 1.000000000000000021e-03 1.000000000000000021e-02 1.000000000000000021e-02
2.500000000000000000e-01 3.000000000000000444e-01 9.749999999999999986e-03 1.000000000000000021e-03 1.000000000000000021e-03 1.000000000000000021e-02 1.000000000000000021e-02
3.000000000000000444e-01 3.500000000000000333e-01 2.660000000000000038e-03 1.000000000000000021e-03 1.000000000000000021e-03 1.000000000000000021e-02 1.000000000000000021e-02
3.500000000000000333e-01 4.000000000000000222e-01 3.600000000000000227e-04 1.000000000000000021e-03 1.000000000000000021e-03 1.000000000000000021e-02 1.000000000000000021e-02
4.000000000000000222e-01 4.500000000000000111e-01 6.000000000000000152e-05 1.000000000000000021e-03 1.000000000000000021e-03 1.000000000000000021e-02 1.000000000000000021e-02
4.500000000000000111e-01 5.000000000000000000e-01 0.000000000000000000e+00 1.000000000000000021e-03 1.000000000000000021e-03 1.000000000000000021e-02 1.000000000000000021e-02
5.000000000000000000e-01 5.500000000000000444e-01 0.000000000000000000e+00 1.000000000000000021e-03 1.000000000000000021e-03 1.000000000000000021e-02 1.000000000000000021e-02
5.500000000000000444e-01 6.000000000000000888e-01 0.000000000000000000e+00 1.000000000000000021e-03 1.000000000000000021e-03 1.000000000000000021e-02 1.000000000000000021e-02
6.000000000000000888e-01 6.500000000000000222e-01 0.000000000000000000e+00 1.000000000000000021e-03 1.000000000000000021e-03 1.000000000000000021e-02 1.000000000000000021e-02
6.500000000000000222e-01 7.000000000000000666e-01 0.000000000000000000e+00 1.000000000000000021e-03 1.000000000000000021e-03 1.000000000000000021e-02 1.000000000000000021e-02
7.000000000000000666e-01 7.500000000000000000e-01 0.000000000000000000e+00 1.000000000000000021e-03 1.000000000000000021e-03 1.000000000000000021e-02 1.000000000000000021e-02
7.500000000000000000e-01 8.000000000000000444e-01 0.000000000000000000e+00 1.000000000000000021e-03 1.000000000000000021e-03 1.000000000000000021e-02 1.000000000000000021e-02
8.000000000000000444e-01 8.500000000000000888e-01 0.000000000000000000e+00 1.000000000000000021e-03 1.000000000000000021e-03 1.000000000000000021e-02 1.000000000000000021e-02
8.500000000000000888e-01 9.000000000000000222e-01 0.000000000000000000e+00 1.000000000000000021e-03 1.000000000000000021e-03 1.000000000000000021e-02 1.000000000000000021e-02
9.000000000000000222e-01 9.500000000000000666e-01 0.000000000000000000e+00 1.000000000000000021e-03 1.000000000000000021e-03 1.000000000000000021e-02 1.000000000000000021e-02
9.500000000000000666e-01 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000021e-03 1.000000000000000021e-03 1.000000000000000021e-02 1.000000000000000021e-02
